,Texto,pre
1025,"  Na Constituição Federal de 1988, o princípio do equilíbrio orçamentário apresenta‐se na forma da regra de ouro, a qual visa a controlar o volume da emissão monetária realizada anualmente.","  na constituição federal de 1988, o princípio do equilíbrio orçamentário apresenta‐se na forma da regra de ouro, a qual visa a controlar o volume da emissão monetária realizada anualmente."
1026,  O princípio constitucional da não afetação de receitas veda a vinculação de impostos e contribuições a órgão ou à despesa.,  o princípio constitucional da não afetação de receitas veda a vinculação de impostos e contribuições a órgão ou à despesa.
1027,"   Como consequência do princípio do juiz natural, a vedação a tribunais de exceção busca assegurar a imparcialidade do órgão julgador.","   como consequência do princípio do juiz natural, a vedação a tribunais de exceção busca assegurar a imparcialidade do órgão julgador."
1028,"   O princípio do juiz natural diz respeito, especificamente, à preexistência de critérios de fixação de competência no âmbito jurisdicional.","   o princípio do juiz natural diz respeito, especificamente, à preexistência de critérios de fixação de competência no âmbito jurisdicional."
1029," À falta de normas editadas pela União no exercício de competência privativa, caberá aos estados regular a matéria."," à falta de normas editadas pela união no exercício de competência privativa, caberá aos estados regular a matéria."
1030,"  Os entes federativos, ainda que não possam estabelecer cultos ou religiões oficiais, podem com eles estabelecer cooperações para a consecução de fins de interesse público.","  os entes federativos, ainda que não possam estabelecer cultos ou religiões oficiais, podem com eles estabelecer cooperações para a consecução de fins de interesse público."
1031,  O desmembramento de estado para anexação a outro depende de aprovação da população residente na parcela que se pretende desmembrar.,  o desmembramento de estado para anexação a outro depende de aprovação da população residente na parcela que se pretende desmembrar.
1032,  Os Territórios Federais são entes federativos autônomos.,  os territórios federais são entes federativos autônomos.
1033,"  No exercício de mandato eletivo federal, o servidor público da administração direta ficará afastado de seu cargo, mas seu tempo de serviço será contato para todos os efeitos legais, exceto para promoção por merecimento.","  no exercício de mandato eletivo federal, o servidor público da administração direta ficará afastado de seu cargo, mas seu tempo de serviço será contato para todos os efeitos legais, exceto para promoção por merecimento."
1034,"  É possível o agente público acumular mais de dois cargos ou empregos públicos, desde que um deles seja de professor em universidade, o outro de técnico em uma autarquia e o terceiro seja em uma empresa pública de sociedade de economia mista.","  é possível o agente público acumular mais de dois cargos ou empregos públicos, desde que um deles seja de professor em universidade, o outro de técnico em uma autarquia e o terceiro seja em uma empresa pública de sociedade de economia mista."
1035,"  Não existe previsão constitucional de contratação por tempo determinado para atender à necessidade temporária de excepcional interesse público, uma vez que a referida medida violaria os princípios da legalidade, da impessoalidade e da moralidade.","  não existe previsão constitucional de contratação por tempo determinado para atender à necessidade temporária de excepcional interesse público, uma vez que a referida medida violaria os princípios da legalidade, da impessoalidade e da moralidade."
1036,"  Durante o prazo improrrogável previsto no edital de convocação, aquele aprovado em concurso público será convocado com prioridade sobre novos concursados para assumir cargo ou emprego, na carreira.","  durante o prazo improrrogável previsto no edital de convocação, aquele aprovado em concurso público será convocado com prioridade sobre novos concursados para assumir cargo ou emprego, na carreira."
1037,"  A necessidade de concurso público, de provas ou provas e títulos, para investidura em cargo ou emprego público aplica‐se para a administração pública direta e indireta.","  a necessidade de concurso público, de provas ou provas e títulos, para investidura em cargo ou emprego público aplica‐se para a administração pública direta e indireta."
1038,"  Cabe ao sindicato a defesa dos direitos e interesses coletivos ou individuais da categoria, inclusive em questões judiciais ou administrativas. Por esse motivo, é obrigatória a filiação sindical para todo trabalhador.","  cabe ao sindicato a defesa dos direitos e interesses coletivos ou individuais da categoria, inclusive em questões judiciais ou administrativas. por esse motivo, é obrigatória a filiação sindical para todo trabalhador."
1039,  Brasileiro naturalizado pode ocupar o cargo de presidente da Câmara dos Deputados.,  brasileiro naturalizado pode ocupar o cargo de presidente da câmara dos deputados.
1040,"  Se, com o intuito de eximir-se de obrigação legal a todos imposta, uma pessoa se recusar a cumprir prestação alternativa, invocando convicção filosófica e política ou crença religiosa, os direitos associados a tais convicções poderão ser restringidos.","  se, com o intuito de eximirse de obrigação legal a todos imposta, uma pessoa se recusar a cumprir prestação alternativa, invocando convicção filosófica e política ou crença religiosa, os direitos associados a tais convicções poderão ser restringidos."
1041,"  Cargos, empregos e funções públicas devem ser exercidos por brasileiros que preencham as condições estabelecidas em lei, contudo, na forma da lei, há possibilidade de acesso para os estrangeiros.","  cargos, empregos e funções públicas devem ser exercidos por brasileiros que preencham as condições estabelecidas em lei, contudo, na forma da lei, há possibilidade de acesso para os estrangeiros."
